bResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
0,Katarina,Xayah,XinZhao,Poppy,Rakan,TahmKench,Nasus,Shyvana,Ahri,Draven
1,Rakan,Tristana,Ahri,Tryndamere,XinZhao,Sivir,Leblanc,Renekton,Sejuani,Sona
0,Ezreal,Varus,MasterYi,Morgana,Nasus,Fiora,Tristana,Warwick,Soraka,Talon
1,Vi,Diana,Teemo,Twitch,JarvanIV,Xerath,Elise,Yasuo,Alistar,Gangplank
0,Shen,Ekko,Xayah,Leona,JarvanIV,MasterYi,Swain,Lux,TahmKench,Jinx
1,Janna,Orianna,Rammus,Caitlyn,Pantheon,Jayce,Twitch,JarvanIV,Ahri,Malzahar
1,Kled,Akali,Nami,Warwick,Tristana,Ivern,Ezreal,Chogath,Gnar,Malzahar
0,Maokai,TwistedFate,Nami,Twitch,Jayce,Lulu,Tristana,Nidalee,Gragas,Anivia
0,Gragas,Lucian,Nami,Fiora,Tristana,Twitch,Amumu,Gangplank,Orianna,Shen
0,Tristana,Jayce,Rakan,Lissandra,Maokai,Sona,Irelia,Vayne,Kassadin,Warwick
0,Karthus,TahmKench,Leona,Irelia,Twitch,Poppy,Xayah,Thresh,MasterYi,Ahri
1,Orianna,Rammus,Jayce,Rakan,Tristana,Karma,Jhin,Kayn,Talon,LeeSin
1,Janna,Jinx,Ahri,Sejuani,Tryndamere,Garen,Lulu,Lucian,Gragas,Orianna
1,Ornn,Lucian,Shen,Ashe,JarvanIV,Soraka,MonkeyKing,Vayne,TwistedFate,Warwick
1,Gragas,Cassiopeia,Tristana,Lulu,DrMundo,Jax,KogMaw,Zed,Diana,Maokai
0,Jax,Ahri,Jinx,Malphite,Riven,Janna,Shen,XinZhao,Tristana,Malzahar
1,Jhin,Fiddlesticks,TahmKench,Ahri,Camille,Twitch,Nasus,Thresh,Zed,Gangplank
0,Talon,Lulu,Volibear,Nocturne,MissFortune,Jhin,Thresh,Morgana,Malphite,Garen
1,Nidalee,Shyvana,Zed,Tristana,Ornn,Vladimir,MasterYi,Riven,Leona,Jinx
0,Ezreal,Bard,Tryndamere,Sion,Ekko,Fizz,Ornn,Lucian,Braum,Vayne
0,Thresh,Orianna,Ashe,Gragas,Riven,MonkeyKing,Sona,Tryndamere,Sivir,Diana
0,Lucian,Rakan,Vi,Vladimir,LeeSin,Yasuo,Sejuani,Darius,Jhin,Alistar
0,TahmKench,Jhin,Zed,Kayn,Fizz,Hecarim,Yasuo,Lucian,Pantheon,Lulu
0,Xayah,Lulu,Corki,Nasus,Twitch,RekSai,Riven,Syndra,Jhin,Rakan
0,Morgana,Kennen,Gragas,DrMundo,Varus,Annie,Tristana,Ziggs,Veigar,Vi
0,Jhin,Irelia,Ornn,Akali,Zed,Ezreal,Vi,Rakan,Ahri,Renekton
0,Kayn,Ornn,Kalista,Olaf,Karthus,Renekton,Malzahar,Ezreal,Vi,Galio
0,Aatrox,Ashe,Lulu,Veigar,Rammus,Jax,Udyr,Rakan,Tristana,Galio
0,MasterYi,Riven,Orianna,Kennen,Nunu,Gnar,MissFortune,Gragas,Thresh,Lux
0,Caitlyn,Soraka,JarvanIV,Fiora,Annie,Vayne,Zilean,Brand,Jax,Nasus
0,Syndra,Fiora,Rengar,Alistar,Kalista,MissFortune,Lulu,Kayn,Ahri,Twitch
1,Sivir,Morgana,Jax,Annie,Pantheon,Brand,Jhin,Anivia,Elise,Orianna
1,Chogath,MonkeyKing,Lulu,Swain,Twitch,Singed,Leona,Corki,LeeSin,Tristana
1,Garen,Quinn,Jax,Ashe,Cassiopeia,Sona,Sivir,Tryndamere,Mordekaiser,Gangplank
0,Jhin,Teemo,Katarina,Zac,Taric,MasterYi,Lucian,Akali,Soraka,Yasuo
1,Teemo,Jinx,Janna,Swain,Warwick,Ekko,Tryndamere,Velkoz,Kayn,Ezreal
0,Nasus,Azir,Sivir,Morgana,Nocturne,Caitlyn,Blitzcrank,Jayce,Orianna,Gragas
0,Nasus,Jax,Kalista,Thresh,Jinx,Vayne,Lulu,Veigar,Trundle,Fiddlesticks
1,Karthus,Quinn,Kayn,Braum,Varus,Lucian,Thresh,Poppy,Rammus,TwistedFate
1,Jhin,Ornn,Azir,Sona,Nidalee,Lux,Leona,Gragas,Irelia,Xayah
1,Ahri,LeeSin,Varus,Poppy,Warwick,Vayne,Ornn,Malphite,Blitzcrank,Fizz
1,Sona,Annie,Warwick,Garen,Xayah,Irelia,Janna,Velkoz,Sejuani,Caitlyn
1,Sion,Evelynn,Jinx,Yasuo,Thresh,TwistedFate,Jax,Udyr,Sivir,TahmKench
0,Nami,Azir,Sejuani,Ezreal,Jax,Riven,Nidalee,Orianna,Tristana,Janna
0,Fiora,Rakan,KogMaw,Orianna,LeeSin,Maokai,Nami,Velkoz,Tristana,Kennen
1,Malphite,MasterYi,Azir,Braum,MissFortune,Akali,LeeSin,Xayah,Rakan,Rammus
0,RekSai,Zyra,Caitlyn,Galio,TwistedFate,Tristana,Rakan,Twitch,DrMundo,Taliyah
0,Jhin,Sion,Syndra,Bard,Udyr,Azir,Sona,Gnar,Caitlyn,Akali
1,Chogath,Vladimir,Rakan,Xayah,Ornn,Jinx,Lulu,Karma,JarvanIV,Zac
1,Irelia,Elise,Leona,Malzahar,Caitlyn,Thresh,TwistedFate,LeeSin,Yasuo,Jinx
1,Nami,Quinn,Varus,XinZhao,Leblanc,Graves,Draven,Lulu,Kassadin,Jax
1,Cassiopeia,Malphite,Rengar,Soraka,Tristana,Jinx,Blitzcrank,Rumble,Olaf,Talon
1,Teemo,Chogath,Corki,Draven,Thresh,Orianna,XinZhao,Lucian,Garen,Sona
0,Malphite,Veigar,Zac,Gangplank,Ryze,Xayah,JarvanIV,Teemo,Ezreal,TwistedFate
1,Singed,Jhin,TwistedFate,Kayn,Blitzcrank,JarvanIV,Lucian,Gragas,Viktor,DrMundo
0,Pantheon,Bard,TwistedFate,Xerath,Ezreal,Camille,Udyr,Gragas,Thresh,Ashe
1,Orianna,Gragas,Jayce,Vayne,Lulu,Gnar,Alistar,Ashe,Elise,Vladimir
0,LeeSin,Malzahar,Vayne,Riven,Janna,XinZhao,Ashe,Braum,Garen,Yasuo
1,Zed,Vayne,Darius,Graves,Blitzcrank,Illaoi,Nautilus,Talon,Amumu,Caitlyn
0,Yasuo,Braum,Evelynn,Tristana,Riven,Ahri,Garen,Amumu,Jinx,Soraka
1,Lucian,Leona,Taliyah,Kled,Vi,Jhin,Braum,DrMundo,Cassiopeia,Kayn
0,Rakan,Varus,Malphite,Nidalee,Kassadin,DrMundo,MasterYi,Talon,Nami,Sivir
0,Tryndamere,Rakan,Kayle,Draven,Shen,Riven,Vayne,Thresh,Lux,LeeSin
1,Kayn,Varus,Taric,Anivia,Irelia,Lucian,Tryndamere,Malzahar,Janna,Jax
0,Kalista,Riven,Yasuo,Thresh,Warwick,Yorick,Taric,Cassiopeia,LeeSin,Vayne
1,Twitch,Thresh,Zac,Vayne,Pantheon,Evelynn,Shen,Viktor,Janna,Jhin
1,Chogath,Khazix,Sona,Ezreal,Taliyah,Teemo,Ekko,Twitch,Leona,Jax
1,Garen,Ziggs,Kayn,Tristana,Karma,Rakan,Kayle,Twitch,Gnar,Azir
0,Sejuani,Ezreal,Taric,Fiora,TwistedFate,Tristana,Brand,Malzahar,Elise,Yasuo
1,Nami,Renekton,Orianna,Gragas,Twitch,Zed,Amumu,Darius,Vayne,Lulu
0,Zac,Ekko,Jax,Ezreal,Thresh,Gnar,MasterYi,Kalista,Lissandra,Brand
1,Sion,Annie,Lulu,KogMaw,LeeSin,Velkoz,Vladimir,Thresh,Sivir,Warwick
0,Blitzcrank,TwistedFate,Tristana,LeeSin,Fiora,Warwick,Irelia,Lucian,Talon,Karma
1,Karma,Ashe,Rengar,Velkoz,Riven,Vayne,Morgana,Jax,Malphite,Lux
0,Graves,Teemo,MissFortune,TwistedFate,Taric,Janna,Maokai,Nocturne,Jhin,Ahri
0,Orianna,Thresh,Irelia,Gragas,Twitch,Xerath,Kindred,Ornn,Rakan,Xayah
1,Twitch,Alistar,Jhin,Ezreal,Darius,Gangplank,KogMaw,Azir,Rakan,LeeSin
0,Rakan,Ekko,Twitch,Tristana,Irelia,Akali,Jhin,Zed,Soraka,Gragas
1,Jayce,Katarina,Janna,Jax,Lucian,Morgana,Yasuo,Kalista,Sion,Elise
0,MasterYi,KogMaw,Lulu,Riven,Kassadin,Xayah,JarvanIV,Xerath,Rakan,Fiora
0,Nautilus,Shen,Rakan,Xayah,Cassiopeia,Vladimir,Thresh,Kalista,Kayle,Ryze
0,Khazix,Taric,MissFortune,Kassadin,Bard,Corki,Janna,Kayn,Tristana,Yasuo
1,MissFortune,Trundle,Malzahar,Lux,Malphite,Fiora,Kayn,Soraka,Annie,Jinx
0,Nami,Kayn,Xayah,Fiora,Lucian,MasterYi,Ryze,Tristana,Fizz,Thresh
1,Leona,Lux,Vi,Jinx,Sion,Draven,Thresh,Anivia,MasterYi,Riven
1,Orianna,Twitch,Draven,Garen,Soraka,Nami,MissFortune,Irelia,JarvanIV,Ekko
0,Morgana,Ivern,Jhin,DrMundo,Zed,Vladimir,Thresh,LeeSin,Lucian,Malphite
1,JarvanIV,KogMaw,Viktor,Morgana,Sejuani,Xerath,Diana,Thresh,Jinx,Shen
0,Sivir,LeeSin,Ornn,Sona,Fizz,Zilean,JarvanIV,Draven,Thresh,Renekton
1,Vayne,Ahri,Rakan,Elise,Teemo,XinZhao,Karma,Draven,Leona,Lissandra
0,Shaco,Fizz,Xayah,Karma,Malphite,Jhin,Braum,Veigar,Renekton,Hecarim
1,Tryndamere,Shaco,TahmKench,Jinx,Fizz,Lux,Thresh,Kalista,Riven,Amumu
0,Hecarim,Thresh,Vayne,Gnar,Taliyah,Rammus,Nami,JarvanIV,TwistedFate,Lucian
0,Vayne,Katarina,Kayle,MasterYi,Thresh,Jhin,Leblanc,Rakan,LeeSin,Twitch
0,Ahri,Zac,Nasus,Ornn,Tristana,LeeSin,Twitch,Maokai,Thresh,Lucian
0,XinZhao,Ahri,JarvanIV,Xayah,Sona,Olaf,Jinx,Janna,Zed,Trundle
1,Ahri,Morgana,Maokai,MasterYi,Ezreal,Jhin,JarvanIV,Janna,Gangplank,MonkeyKing
1,Gragas,Sona,Xayah,Ekko,JarvanIV,Ahri,Elise,KogMaw,Gnar,Thresh
1,Khazix,Graves,TwistedFate,Pantheon,Camille,Thresh,Vayne,Ornn,Ahri,Warwick
0,Darius,Galio,Jinx,JarvanIV,Janna,Ahri,Tristana,Thresh,Khazix,Riven
1,Malzahar,Fiddlesticks,Tristana,Kennen,LeeSin,Jax,Jhin,Thresh,Ahri,Nocturne
1,Rumble,Jhin,Lulu,Viktor,JarvanIV,Elise,Syndra,Rengar,Alistar,MissFortune
0,Karma,Twitch,Ahri,Renekton,Warwick,MissFortune,Bard,XinZhao,Chogath,Taliyah
0,Syndra,Kalista,Braum,Camille,Sejuani,LeeSin,Brand,Trundle,Tristana,Cassiopeia
0,Janna,LeeSin,Urgot,Tristana,Zed,Kassadin,Thresh,Jhin,Khazix,Mordekaiser
1,Annie,Vi,Zac,Sivir,Rakan,Draven,Poppy,Jinx,Sona,Veigar
1,Kayn,Renekton,LeeSin,Nasus,Twitch,Warwick,Vladimir,Tristana,Trundle,Rengar
0,Draven,Tryndamere,Soraka,Kindred,Zed,Vayne,Malzahar,LeeSin,Rakan,Ornn
0,Irelia,Soraka,JarvanIV,Jhin,Kassadin,Diana,Talon,Lulu,Jinx,Teemo
0,MissFortune,Gragas,Zed,Fiora,Teemo,Pantheon,Rakan,Khazix,Veigar,Corki
0,Skarner,Morgana,MissFortune,Fiora,Brand,Jhin,Thresh,Vayne,Malzahar,Amumu
0,Blitzcrank,MissFortune,Ekko,Heimerdinger,Fiora,Galio,Teemo,Twitch,Shaco,Syndra
0,Maokai,Orianna,Fiddlesticks,Soraka,Kalista,JarvanIV,Vayne,Janna,Nautilus,Karthus
1,Sejuani,Yorick,Kassadin,Brand,Caitlyn,Gnar,Veigar,Udyr,Thresh,Ashe
1,Veigar,TwistedFate,Lucian,LeeSin,Nasus,Singed,Rakan,Syndra,Kayn,Tristana
0,Zed,Singed,Kayn,MissFortune,Rakan,Nautilus,Draven,Orianna,Khazix,Teemo
1,Soraka,Riven,Galio,Jinx,Zed,Vladimir,Thresh,Teemo,Caitlyn,LeeSin
1,Karma,Caitlyn,Twitch,Warwick,MonkeyKing,Zac,Renekton,Soraka,Quinn,Yasuo
1,Warwick,Leona,Xayah,Lux,Kled,Yasuo,Lucian,Ahri,Kayn,Morgana
1,Katarina,Sejuani,Yasuo,Soraka,Ezreal,Darius,Janna,Kayn,Tristana,Chogath
0,Twitch,Leblanc,Chogath,Rakan,Riven,Warwick,Orianna,Xayah,Nasus,Soraka
0,Shen,Blitzcrank,Xayah,Ekko,MasterYi,Hecarim,Fizz,Xerath,Velkoz,Yasuo
0,Garen,Annie,Tristana,Blitzcrank,Kayn,Orianna,Chogath,Thresh,Darius,Kalista
0,Yasuo,Jhin,MonkeyKing,Cassiopeia,Janna,Draven,Nami,Rammus,Malzahar,Shen
1,Ezreal,Zyra,Katarina,Riven,MasterYi,Malzahar,Annie,Sejuani,Xayah,Kayn
1,Velkoz,Graves,Shen,Janna,Lucian,AurelionSol,Shaco,Maokai,Kayle,Jinx
0,Diana,Jhin,LeeSin,Camille,Sona,Nami,MissFortune,Darius,Kayn,Lissandra
1,Elise,Lucian,Annie,Morgana,Khazix,Jinx,Sona,Talon,Shen,MasterYi
0,Rakan,Xayah,Zed,Elise,Tryndamere,Zac,Azir,Jayce,KogMaw,Braum
1,Graves,Braum,LeeSin,Malzahar,Garen,Tristana,Shaco,Lux,Ornn,Soraka
1,Vayne,Riven,Diana,Maokai,Blitzcrank,Talon,Ziggs,Soraka,Gnar,Jhin
1,RekSai,Morgana,Tristana,Bard,Kayn,JarvanIV,Kassadin,Elise,Nami,Ezreal
0,Brand,Twitch,Vladimir,Kayn,Poppy,Shaco,Fizz,Sion,Alistar,Vayne
1,Diana,Volibear,Garen,Nami,Jhin,LeeSin,Lucian,Morgana,Yasuo,Galio
1,Twitch,Illaoi,Syndra,Ezreal,Alistar,Jhin,Urgot,LeeSin,Katarina,Zyra
0,Lucian,Thresh,Garen,Nocturne,Syndra,Maokai,Vayne,Zed,Amumu,Lulu
1,Velkoz,Xayah,Rakan,RekSai,Graves,Ezreal,Orianna,Ornn,Zilean,Poppy
1,Malphite,Zed,Teemo,LeeSin,Vayne,Riven,Kassadin,Hecarim,Sion,Twitch
0,Viktor,Yasuo,Lulu,Ornn,MissFortune,Vladimir,Ashe,Blitzcrank,Kayn,Veigar
1,Brand,MonkeyKing,Tristana,Rammus,Katarina,Zed,Kayn,Gragas,Janna,KogMaw
1,Tristana,Thresh,Chogath,Ekko,Shaco,Kayn,Riven,Fizz,Zilean,Xayah
0,Kayn,Xayah,Zed,Taric,Diana,Orianna,Renekton,Jhin,Soraka,JarvanIV
1,Sejuani,Nami,Gangplank,Tryndamere,Tristana,Lucian,Jax,Bard,Rumble,Talon
0,LeeSin,Sona,KogMaw,Heimerdinger,Jax,Soraka,Ahri,Twitch,Nocturne,Vladimir
1,Nunu,Mordekaiser,Jhin,TwistedFate,Soraka,Chogath,Darius,Twitch,Bard,Xerath
1,Brand,Graves,Volibear,Blitzcrank,Vayne,Veigar,MonkeyKing,Kayle,Tristana,Thresh
1,Garen,Rakan,Viktor,Kayn,Xayah,Janna,MissFortune,Shyvana,Talon,Annie
1,Trundle,Kled,Anivia,RekSai,Twitch,Varus,Lux,JarvanIV,Vladimir,Sejuani
0,TwistedFate,Jinx,Galio,Rumble,Fizz,Ornn,Tristana,Akali,Alistar,Lucian
0,Fizz,TahmKench,Kayn,Varus,Nami,Diana,Zyra,Kennen,Lucian,MasterYi
0,LeeSin,Yasuo,Rakan,TwistedFate,Jinx,Twitch,Sejuani,Sona,MasterYi,Azir
1,Sion,Soraka,Tristana,Warwick,Taliyah,Lulu,LeeSin,Orianna,Ezreal,Nasus
1,Leona,Orianna,Khazix,Udyr,Jinx,Sejuani,Gragas,Draven,Taliyah,Janna
1,Jax,Orianna,Vayne,Yasuo,Rakan,Zed,Tristana,Taric,Volibear,Shyvana
0,Malphite,Yorick,Zyra,Jhin,Anivia,JarvanIV,Ezreal,Illaoi,Janna,Kassadin
0,Volibear,Lux,Orianna,Jayce,Ezreal,KogMaw,Ahri,LeeSin,Urgot,Morgana
0,Zac,Gnar,MasterYi,Ahri,Kayn,Vi,Karma,Zed,Anivia,Kalista
0,Twitch,Janna,Tryndamere,Orianna,Kayn,Thresh,Kayle,MasterYi,Ekko,Vayne
0,Lux,Kayn,Ezreal,Syndra,Galio,Kalista,Morgana,Diana,Vayne,Alistar
0,Rakan,Yasuo,Tristana,Teemo,Maokai,Thresh,Katarina,Camille,Gragas,Twitch
0,Vladimir,Jinx,Thresh,Pantheon,Zac,Rammus,Renekton,Twitch,Lux,Leona
1,Thresh,Malphite,Draven,Annie,Chogath,Kindred,Blitzcrank,Volibear,Akali,Xayah
1,Lux,Nunu,Caitlyn,JarvanIV,MasterYi,Trundle,Malzahar,Twitch,Sona,Garen
1,Zed,Gangplank,Nautilus,Sejuani,Caitlyn,Janna,Gragas,Fizz,Ezreal,Riven
0,Draven,Syndra,Rammus,Pantheon,Taric,Soraka,Elise,Trundle,Lucian,Tristana
0,Yasuo,Jhin,Fiora,Leblanc,Blitzcrank,Pantheon,Orianna,Sivir,Braum,Trundle
1,Veigar,Soraka,Jinx,Sion,Riven,LeeSin,Rammus,Bard,Xayah,Chogath
0,Blitzcrank,Karthus,Jhin,LeeSin,Fiora,Taric,Nami,MissFortune,Yasuo,Zac
1,Tristana,Anivia,KogMaw,JarvanIV,Irelia,Khazix,Katarina,Illaoi,Vayne,Karma
1,Elise,Caitlyn,Jax,Talon,Lulu,Janna,Vladimir,Velkoz,Shyvana,Ezreal
1,Gnar,Ahri,LeeSin,Morgana,Draven,Tristana,Corki,Janna,Zac,Ekko
0,Sion,Kalista,Gragas,Ahri,Yorick,Lucian,Mordekaiser,Kayn,Zed,Morgana
1,Vladimir,Leona,Shaco,Twitch,Yasuo,Gangplank,RekSai,Janna,Jinx,Corki
1,Rumble,Sona,Kalista,JarvanIV,Yasuo,Rengar,KogMaw,Shen,Anivia,Lulu
1,Amumu,Lucian,Karma,Ashe,Kennen,Cassiopeia,Darius,Caitlyn,Sona,Nidalee
0,Zed,Janna,Teemo,Pantheon,Twitch,Caitlyn,Camille,Rakan,Jax,Akali
1,Olaf,Volibear,Jinx,Nami,Ahri,LeeSin,Jhin,Soraka,Yasuo,Ekko
0,Maokai,Diana,Riven,Xayah,Lux,Xerath,Yasuo,Jinx,MasterYi,Thresh
1,Lux,LeeSin,Sona,Jinx,Jax,Lulu,Nidalee,Ezreal,Malphite,TwistedFate
1,Lux,Tristana,MonkeyKing,Tryndamere,Thresh,Janna,Amumu,Twitch,Riven,Brand
1,Jayce,Ashe,Janna,Anivia,Olaf,Ekko,Teemo,Volibear,Jhin,Ornn
1,Sona,Zed,Darius,Jinx,Volibear,Twitch,Maokai,Soraka,Gragas,DrMundo
0,Xayah,Rakan,LeeSin,Gragas,Gnar,Akali,KogMaw,Chogath,Leona,Renekton
1,Kayn,Lulu,Xerath,Lucian,Rengar,Jayce,Orianna,Zac,Kalista,Alistar
0,Garen,Kayn,Twitch,Lux,Rakan,MissFortune,Brand,Khazix,Diana,Trundle
1,Urgot,Thresh,Fizz,Vayne,MasterYi,Talon,Braum,Caitlyn,XinZhao,Garen
0,Bard,Taric,Varus,LeeSin,Orianna,Annie,Leona,Caitlyn,Renekton,Zac
0,Rengar,Gnar,Xayah,Thresh,Cassiopeia,Orianna,Maokai,Shen,Sivir,Jax
1,TahmKench,Lulu,Orianna,JarvanIV,Tristana,Lucian,Alistar,Gragas,Ashe,Jax
1,Tristana,Thresh,Kayn,Veigar,Olaf,Yasuo,Karma,Nasus,Kalista,Poppy
0,Thresh,Lucian,Kennen,Draven,Evelynn,Caitlyn,Talon,Maokai,Vladimir,Soraka
0,LeeSin,Morgana,Twitch,Galio,Malphite,Vayne,Braum,Anivia,Kled,Rengar
0,Yorick,Ashe,Sona,Zed,Hecarim,Lucian,Malzahar,Kayn,Leona,Tryndamere
0,Viktor,Khazix,Rakan,Xayah,Teemo,Kayn,Ornn,Janna,Tristana,Gangplank
0,Lucian,Nidalee,Soraka,Taliyah,Vayne,MasterYi,Garen,Akali,Tristana,Blitzcrank
1,Taric,Tryndamere,Ashe,Ryze,Garen,Sion,Draven,Janna,Ekko,LeeSin
1,Tristana,Ziggs,Kled,Bard,Vi,Shen,Elise,Zed,Rakan,Xayah
0,Syndra,Tristana,Riven,Lulu,JarvanIV,Lux,Yasuo,Lucian,Jinx,LeeSin
1,MissFortune,Morgana,Chogath,Xerath,JarvanIV,Talon,Teemo,Veigar,Tristana,Sona
0,Renekton,Xayah,Taliyah,Maokai,Kayle,Gragas,Talon,Vayne,Janna,Singed
1,XinZhao,Teemo,Taric,Jax,Ashe,Rakan,Xayah,Ziggs,Kayn,Lucian
0,Kassadin,Khazix,Fiora,Rakan,Jhin,Teemo,Yasuo,Leona,MasterYi,Jinx
0,Fizz,Draven,Nami,Gragas,Renekton,Soraka,Tristana,Ahri,Riven,Nocturne
1,Kayle,Lulu,Sejuani,Mordekaiser,Xayah,Annie,Ezreal,Zed,Trundle,Pantheon
1,Bard,Kayn,Ekko,Tristana,Gragas,Xayah,Warwick,Leblanc,Ezreal,Rakan
0,Yasuo,Volibear,Xayah,Tryndamere,Lulu,Riven,Maokai,Thresh,Jhin,Rammus
1,Khazix,Illaoi,Janna,Caitlyn,Lux,Mordekaiser,Jinx,Talon,Leona,Zac
1,Vayne,Gnar,Kassadin,Shyvana,Rakan,Draven,Cassiopeia,Khazix,Renekton,Braum
0,Darius,Diana,Ekko,Vayne,Lux,Ahri,Twitch,Kled,LeeSin,Brand
0,Nidalee,Varus,Vladimir,Ekko,Braum,Kindred,Orianna,Fiora,Caitlyn,TahmKench
0,Thresh,Zed,Draven,Twitch,Nasus,LeeSin,Camille,Janna,Viktor,Jhin
0,Rumble,Blitzcrank,Nasus,Lucian,MasterYi,Janna,Xayah,Cassiopeia,Vi,Darius
0,Maokai,Ashe,Soraka,Lux,Nasus,Thresh,Lucian,Kindred,Syndra,Riven
1,Kalista,Garen,LeeSin,Sona,Brand,Morgana,Ornn,Syndra,Vi,Xayah
1,Darius,MasterYi,Teemo,Morgana,Xayah,Veigar,Irelia,Vayne,Kayn,Sona
0,Kalista,Alistar,Garen,Veigar,XinZhao,Shaco,Akali,Chogath,Leona,MissFortune
0,MasterYi,Zed,Ornn,Jhin,Morgana,Lux,Yasuo,Vayne,Chogath,Nasus
0,Ornn,Jayce,Rakan,Zed,Xayah,Cassiopeia,Maokai,Sona,Twitch,MonkeyKing
1,Akali,Sona,Shyvana,Lux,Ashe,Swain,Varus,Janna,Riven,Jax
1,Ornn,Soraka,JarvanIV,Tristana,Heimerdinger,MissFortune,Kassadin,Renekton,Blitzcrank,Jax
0,Lucian,Karma,LeeSin,Talon,Malzahar,Kayle,Zac,Riven,Anivia,Jinx
0,Velkoz,Sona,Xayah,Nasus,Gragas,Orianna,JarvanIV,Elise,Rakan,Ezreal
1,Talon,Sona,Zac,Vayne,Xerath,MonkeyKing,Shaco,Ashe,Jax,Fizz
1,Thresh,Yasuo,Twitch,Trundle,Ahri,Nocturne,Jax,Lucian,Soraka,Zed
1,Bard,Tryndamere,Zed,Nocturne,Vayne,Anivia,Blitzcrank,Kayn,Pantheon,Tristana
0,Varus,Zilean,Singed,TwistedFate,LeeSin,Caitlyn,Orianna,Karma,Shen,JarvanIV
0,Zed,Kled,Nami,Gragas,Caitlyn,Kalista,Thresh,Shen,Warwick,Orianna
0,Yasuo,Talon,Xayah,Rakan,Kayn,Tristana,Brand,Khazix,Corki,Nasus
1,Ezreal,Rakan,Tristana,Gangplank,Sejuani,Fiddlesticks,LeeSin,Ahri,Kalista,Braum
0,Zed,Gangplank,LeeSin,Jinx,Lulu,Twitch,Soraka,Malphite,Ekko,Tryndamere
1,Galio,Talon,MissFortune,XinZhao,Janna,Leona,Ezreal,Zed,Nasus,Chogath
0,Ezreal,Shen,Yasuo,Quinn,Veigar,Diana,Teemo,Tristana,Leona,Trundle
1,Ezreal,Leona,Zilean,Fiddlesticks,Yasuo,Heimerdinger,Rakan,MissFortune,Vi,Veigar
1,Vladimir,Zilean,Jax,Leblanc,Jhin,Sivir,Garen,Blitzcrank,Annie,Gragas
1,Vayne,Maokai,Pantheon,Ekko,Braum,Leona,Syndra,Sejuani,Olaf,Twitch
1,Zac,Leona,Caitlyn,Kennen,Orianna,XinZhao,Syndra,Braum,Jinx,Gragas
1,Darius,Kayn,Zyra,Lucian,Orianna,Lux,Riven,Quinn,Sona,Evelynn
1,Ornn,Nasus,AurelionSol,MonkeyKing,MissFortune,Volibear,Gangplank,Nami,Twitch,Annie
0,Sion,Soraka,Twitch,Varus,Ahri,Sona,Zed,Tristana,Warwick,Maokai
0,Talon,Gragas,Taric,Sivir,Maokai,Janna,Vayne,Veigar,Jax,Fizz
0,MasterYi,Teemo,Syndra,Vladimir,Rakan,Corki,Zac,Yasuo,Xerath,Thresh
0,LeeSin,Vayne,Nasus,Syndra,Braum,Poppy,Teemo,Talon,Sona,Ezreal
0,Lulu,Ashe,Chogath,Sejuani,TwistedFate,Kassadin,Soraka,Vayne,Gnar,Yasuo
1,Rengar,Twitch,Rakan,Yasuo,Heimerdinger,Zed,Kayn,MissFortune,Chogath,Rammus
1,Riven,Cassiopeia,Janna,Khazix,Ezreal,Rammus,Lucian,Kassadin,Galio,Jax
0,Elise,Karma,Gnar,MissFortune,Anivia,Rakan,Xayah,Gragas,Fizz,Shen
0,Renekton,Jhin,Ahri,Sejuani,Sona,Alistar,Xayah,Lux,Kindred,Yasuo
0,RekSai,Blitzcrank,Camille,Jinx,Kassadin,Rengar,Braum,Cassiopeia,Caitlyn,Gnar
1,Katarina,Rakan,Tristana,Kled,JarvanIV,Garen,Amumu,Talon,Vayne,Janna
1,Urgot,Kayn,Leona,Nocturne,Ashe,Fiora,Maokai,Veigar,Draven,Soraka
0,Amumu,Xayah,Brand,Veigar,Riven,Jinx,Malzahar,Kayn,Sion,Lulu
0,Karma,KogMaw,Tryndamere,Sejuani,Trundle,Nocturne,Veigar,Velkoz,Twitch,MonkeyKing
1,Caitlyn,Leona,Gangplank,Urgot,Kayn,MasterYi,Jayce,MissFortune,Janna,Leblanc
1,Vladimir,XinZhao,JarvanIV,Lulu,Draven,Ahri,Xayah,Gragas,Sona,Swain
1,Blitzcrank,Taliyah,Jhin,Shyvana,TwistedFate,Talon,Twitch,Bard,Gragas,Thresh
1,Shen,Irelia,Rakan,Varus,LeeSin,Kayn,MissFortune,Thresh,Fiora,Lux
1,Tristana,Yasuo,Taric,Warwick,Trundle,Malzahar,Darius,Gragas,Thresh,Jhin
1,Nocturne,Lucian,Fiora,Soraka,Jinx,Tristana,Irelia,Vladimir,Thresh,Gragas
1,Maokai,Nami,Orianna,Tristana,JarvanIV,Vayne,Garen,Ahri,Thresh,Kayn
1,Sona,Vi,Draven,Kennen,Lux,Ryze,Thresh,Varus,Garen,XinZhao
0,Cassiopeia,Yorick,Tristana,Nautilus,JarvanIV,Maokai,Jhin,TwistedFate,Rammus,Trundle
0,Nidalee,Soraka,Gangplank,Xayah,Zilean,Irelia,Zyra,Orianna,Lucian,Udyr
1,Irelia,Vladimir,Elise,Tristana,Leona,Sivir,Shaco,Blitzcrank,Poppy,Velkoz
