bResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
1,Camille,Lulu,TwistedFate,Twitch,Irelia,JarvanIV,KogMaw,Zed,Heimerdinger,Sona
0,Xerath,Caitlyn,Darius,Rakan,Gragas,Malzahar,Varus,Fiddlesticks,Jax,Soraka
1,XinZhao,Sion,Jinx,Braum,Annie,Lux,JarvanIV,Nasus,Karma,Draven
0,Lulu,Fiora,DrMundo,Twitch,Akali,Caitlyn,Ahri,Soraka,Warwick,JarvanIV
0,Evelynn,Galio,Zed,Twitch,Janna,Lulu,Tristana,Graves,Talon,Vladimir
0,Lucian,Nami,JarvanIV,Sejuani,Ryze,Tryndamere,Amumu,Blitzcrank,Brand,Jhin
0,Lux,Riven,Ezreal,Udyr,Leblanc,Bard,LeeSin,MonkeyKing,AurelionSol,TwistedFate
1,Caitlyn,Darius,Sejuani,Morgana,Soraka,Thresh,Trundle,Xerath,MissFortune,LeeSin
1,Lulu,Jinx,Orianna,Shen,Taric,LeeSin,Veigar,Sivir,JarvanIV,Janna
1,Taliyah,Lulu,Varus,Irelia,Kindred,Kayn,Ezreal,Brand,Zilean,Poppy
1,Blitzcrank,Syndra,Nocturne,Lucian,Malphite,Gragas,Sona,Caitlyn,Orianna,Trundle
1,Warwick,Morgana,TwistedFate,MissFortune,Malphite,Jhin,Lux,Teemo,Poppy,Velkoz
0,Varus,Lux,Kassadin,Tryndamere,Zed,Ashe,Sona,Urgot,Ahri,Jax
0,Bard,Shen,Rengar,Azir,Varus,JarvanIV,Jinx,Anivia,Lulu,Maokai
0,Warwick,Galio,Katarina,Caitlyn,Lux,Soraka,Camille,Syndra,TwistedFate,Sivir
1,LeeSin,Caitlyn,Zyra,Riven,Shen,Olaf,Orianna,Swain,Jinx,TahmKench
1,Talon,Jinx,Kayle,MasterYi,Janna,Morgana,Gangplank,Tristana,Kled,Corki
1,Zed,Jax,Blitzcrank,Gragas,Lucian,Twitch,Morgana,Renekton,Yasuo,Shyvana
1,Teemo,Yasuo,Warwick,TwistedFate,Nunu,Shaco,Kassadin,Soraka,Nasus,Twitch
1,Draven,Pantheon,Brand,Zed,Chogath,MasterYi,Thresh,Shen,Kassadin,Varus
1,KogMaw,Janna,Orianna,Elise,Camille,Gnar,Cassiopeia,Tristana,Nidalee,Lulu
1,Yasuo,Malzahar,Kayn,Ezreal,MissFortune,Morgana,Ashe,Ivern,Kassadin,Yorick
1,Tristana,Ryze,Rammus,Alistar,Swain,Gangplank,Twitch,Bard,Ziggs,MasterYi
1,Xerath,Darius,Ezreal,Evelynn,Lulu,Kled,Karma,Jhin,Corki,Kayn
1,Lulu,Renekton,Zed,Xayah,Gragas,KogMaw,Trundle,Hecarim,Nami,Lucian
1,Shen,Rammus,Corki,Twitch,Lulu,Azir,Draven,Gnar,Thresh,Sejuani
0,Renekton,Jax,Lux,Leblanc,Taric,Azir,Pantheon,Chogath,Yasuo,Alistar
0,Nasus,Jinx,Veigar,Thresh,Shaco,MasterYi,Tristana,Soraka,Zed,Vladimir
1,Gragas,Kassadin,Tryndamere,Maokai,Jhin,Ezreal,Heimerdinger,Soraka,Amumu,Malphite
0,Udyr,Diana,Twitch,Rammus,Ezreal,DrMundo,Tristana,Soraka,XinZhao,Yasuo
0,Gangplank,Rakan,Graves,Jhin,Nunu,Urgot,Blitzcrank,KogMaw,Yasuo,Kayn
0,Ahri,Vayne,RekSai,Lulu,Irelia,Gangplank,JarvanIV,TwistedFate,Xayah,Blitzcrank
0,Vayne,Lulu,Shyvana,Zed,Ekko,Teemo,Maokai,Leona,Sejuani,Tristana
0,Zed,Maokai,Elise,Blitzcrank,Vayne,Varus,Rammus,Chogath,Braum,Kennen
0,Gnar,Karma,Yasuo,Ezreal,LeeSin,MasterYi,Nautilus,Katarina,Varus,Urgot
1,Ahri,Kayn,TahmKench,Lucian,Velkoz,Mordekaiser,Pantheon,KogMaw,Leblanc,Morgana
0,Leona,Kled,Xayah,MasterYi,Diana,Morgana,JarvanIV,Kalista,Syndra,XinZhao
1,Quinn,Zed,Illaoi,Urgot,Zyra,Tristana,Thresh,Talon,Kayn,Teemo
1,Velkoz,Irelia,Gragas,Sona,Caitlyn,Vayne,JarvanIV,Leona,Malphite,Renekton
1,Fiora,Draven,Lux,Leona,Vi,Thresh,Caitlyn,LeeSin,Gnar,Viktor
0,Caitlyn,Janna,Warwick,Syndra,Teemo,Skarner,Swain,Tristana,Garen,Karma
0,JarvanIV,Shyvana,Fizz,Morgana,Ezreal,Vayne,Karma,Malzahar,Renekton,Evelynn
1,Vladimir,Soraka,Malzahar,JarvanIV,Jhin,Gragas,Nami,Irelia,Katarina,Jinx
1,Janna,Sivir,Lux,Khazix,Jayce,Tristana,Malzahar,Renekton,Sona,Vi
0,Kindred,Ahri,Morgana,Khazix,Caitlyn,Pantheon,Velkoz,Thresh,Jhin,Elise
0,TwistedFate,Maokai,Kalista,Urgot,Blitzcrank,Karma,Tristana,LeeSin,Ekko,Pantheon
0,Leona,Shaco,Renekton,Ashe,AurelionSol,Malzahar,Tryndamere,Brand,Tristana,Warwick
0,Thresh,Fizz,Rumble,XinZhao,Xayah,Chogath,Katarina,Sejuani,Leona,Varus
1,Vayne,Anivia,Gangplank,Sona,Nidalee,Alistar,Tristana,Evelynn,Renekton,Fizz
0,Jhin,Thresh,Orianna,Kayn,Jax,Riven,Blitzcrank,Vayne,Corki,Elise
0,Orianna,Galio,Hecarim,Leona,Ezreal,Diana,Ziggs,Maokai,Xayah,Braum
1,Vayne,Talon,Brand,Nidalee,Urgot,Akali,Riven,Chogath,Janna,Ashe
0,Lucian,Urgot,Chogath,Katarina,Thresh,Cassiopeia,Rammus,Zyra,Nasus,Tristana
1,Veigar,Jax,Lulu,Jinx,Elise,Riven,Leona,Nasus,Caitlyn,Anivia
0,Nidalee,Jayce,Gangplank,Taric,Caitlyn,Malzahar,Nami,MissFortune,Jax,Zac
1,Nasus,Ekko,Tristana,Morgana,LeeSin,Vayne,Fiora,Blitzcrank,Karma,Volibear
1,Urgot,TahmKench,Jhin,Veigar,MasterYi,Lulu,Kayn,Quinn,Orianna,Swain
1,LeeSin,Lux,Xayah,Braum,Riven,Maokai,Ahri,Kalista,Thresh,Graves
0,JarvanIV,Lulu,Talon,Twitch,Velkoz,Janna,Ezreal,DrMundo,Fizz,Maokai
1,Janna,Jhin,Lux,Nasus,Udyr,Ahri,Tristana,Fiddlesticks,DrMundo,Renekton
1,Rengar,Corki,Darius,Zyra,Jhin,Shaco,Poppy,Syndra,Xayah,Rakan
0,Orianna,Twitch,Taric,Jax,Urgot,Nocturne,Tristana,Viktor,Rakan,Kled
0,Kalista,Rakan,Yorick,RekSai,Taliyah,Jayce,Taric,Ashe,Velkoz,Hecarim
1,Galio,Caitlyn,Warwick,Taric,Taliyah,Vi,Malzahar,Ezreal,Morgana,Nidalee
1,Kayn,Twitch,Ekko,Taric,Braum,Nidalee,Zilean,Varus,Darius,Ahri
1,Thresh,Sivir,Kayn,Vayne,Ahri,Zyra,Jhin,Garen,Amumu,Syndra
0,Katarina,Shaco,Jhin,Hecarim,Soraka,Karma,TahmKench,Tristana,Garen,Jax
1,Sona,Anivia,Warwick,Draven,Garen,Shaco,Velkoz,Graves,Braum,Tristana
1,Jhin,Irelia,Kayn,Ryze,MissFortune,Katarina,Ashe,Garen,Lulu,Diana
0,Lucian,Ryze,Thresh,Khazix,Quinn,Jayce,Elise,Zed,Caitlyn,Soraka
1,Velkoz,Warwick,Sivir,Ornn,Talon,Lucian,Shaco,Lulu,Leblanc,Vladimir
1,Tristana,Talon,Shaco,Rakan,Galio,Gangplank,Jax,Ornn,KogMaw,Blitzcrank
0,Annie,Jax,Xayah,Irelia,Rakan,Lulu,Tristana,Kayn,Viktor,Gangplank
0,Poppy,KogMaw,Lulu,Maokai,Ekko,Zac,TwistedFate,Taric,Kayn,Tristana
1,Olaf,Ahri,LeeSin,Nami,Draven,Kalista,Rakan,Urgot,Kayn,Akali
0,Lux,Zac,Jayce,Garen,Xayah,Bard,Fizz,Vayne,Khazix,Shen
0,Camille,Veigar,Brand,Warwick,Vayne,JarvanIV,Shen,Janna,Caitlyn,Rumble
1,Gragas,Twitch,Thresh,Ahri,Riven,Jax,Xayah,Ekko,Sion,Leona
0,Twitch,Gnar,Rengar,Leona,Ekko,Talon,Udyr,Caitlyn,Darius,Blitzcrank
0,Malphite,MasterYi,Syndra,Varus,Kayle,MissFortune,Brand,Olaf,Maokai,Viktor
0,Khazix,Galio,MissFortune,Morgana,Yorick,Ashe,LeeSin,Thresh,Kled,Ahri
1,Vayne,Singed,Gragas,Veigar,Lulu,Thresh,Ekko,Caitlyn,Darius,Chogath
1,Orianna,Chogath,Garen,Leona,MissFortune,Syndra,Ezreal,Warwick,Lulu,Sion
1,Nasus,Draven,Zac,Ezreal,Velkoz,Kalista,Braum,Jax,Riven,Corki
0,Draven,Nami,Evelynn,Jayce,Viktor,Sion,Katarina,XinZhao,Caitlyn,Thresh
0,Sona,Veigar,Jax,Tryndamere,Jhin,Katarina,Fiora,Thresh,Jinx,Sejuani
1,JarvanIV,Maokai,Orianna,Twitch,Lulu,KogMaw,Ahri,Ivern,Nami,Camille
1,Kalista,Thresh,Talon,Elise,Yasuo,Kayn,Caitlyn,Malzahar,Gnar,Janna
1,Taliyah,Leona,RekSai,Jinx,Jayce,Galio,Zac,Xerath,Ezreal,Veigar
1,Rakan,Tristana,Chogath,Malzahar,Akali,Brand,Amumu,Urgot,TahmKench,Sivir
0,Orianna,Nocturne,Thresh,Tristana,Garen,XinZhao,Malphite,Ziggs,Yorick,Vayne
1,Urgot,Vayne,Lucian,Alistar,Shen,Draven,Xerath,Teemo,Ornn,Jayce
1,Velkoz,Evelynn,DrMundo,Vayne,Malzahar,Nautilus,Kled,Thresh,Kalista,Fizz
0,Alistar,Twitch,Vi,TwistedFate,Jax,Jayce,Elise,Vladimir,Lucian,Janna
1,Lux,Khazix,Jhin,Soraka,Akali,Lucian,Fiddlesticks,Urgot,Nami,Twitch
0,Twitch,Shen,Veigar,Zyra,Warwick,Ekko,Tryndamere,Hecarim,Leona,MissFortune
1,Varus,Hecarim,Thresh,Jax,Ahri,Galio,TahmKench,Corki,MasterYi,Tristana
0,JarvanIV,Malzahar,Janna,Lucian,LeeSin,Kennen,Thresh,Kalista,Yasuo,Khazix
1,Garen,Kayn,Caitlyn,Lux,Leblanc,Leona,Ekko,Gangplank,Maokai,MissFortune
0,Orianna,Jhin,JarvanIV,Soraka,Chogath,Ahri,Teemo,Sion,Janna,Vayne
1,Xayah,Sona,Zilean,Jax,Gangplank,Singed,Nunu,Cassiopeia,Teemo,Bard
1,Rakan,Brand,Garen,Hecarim,MissFortune,Zed,Jhin,Evelynn,Thresh,Urgot
1,MissFortune,Akali,Graves,Thresh,JarvanIV,Draven,Fizz,Jax,Nautilus,Nami
1,Quinn,Sejuani,Thresh,Tristana,Ziggs,Ashe,Orianna,Urgot,Nami,Gragas
1,Blitzcrank,Evelynn,MissFortune,Brand,Garen,Riven,Lucian,Khazix,Draven,Thresh
1,Jhin,Lulu,Zed,Sona,Kindred,Vayne,Braum,Jayce,Kassadin,LeeSin
0,Ahri,JarvanIV,Ornn,Thresh,Ezreal,TwistedFate,Shen,Singed,Morgana,Caitlyn
1,Gangplank,Nami,TwistedFate,Rengar,Tristana,Leona,Vi,Corki,Darius,Twitch
0,Rakan,Sivir,Annie,XinZhao,Nocturne,Ekko,LeeSin,Lulu,TwistedFate,Jinx
0,Xayah,Thresh,Swain,Gragas,Annie,Irelia,Ezreal,Morgana,TwistedFate,Leona
0,Gangplank,Riven,Ahri,Ivern,Janna,Ekko,Nami,Sivir,Khazix,Malphite
0,Vayne,Thresh,MasterYi,Akali,Zed,Xayah,Fizz,Rakan,Darius,MonkeyKing
0,Thresh,Elise,MissFortune,Leblanc,Yasuo,Gragas,Anivia,Gangplank,Zilean,Lucian
0,Fizz,Zac,Xayah,Jayce,Janna,Renekton,Syndra,Twitch,Evelynn,Soraka
1,Evelynn,Fizz,Kled,Lulu,Tristana,Ornn,Draven,Rakan,Warwick,Lux
0,Twitch,Rakan,Katarina,Riven,Jax,Thresh,Tristana,Lissandra,Khazix,Fiora
1,MasterYi,Soraka,Chogath,Gangplank,Orianna,Jax,Heimerdinger,Amumu,Vayne,Gragas
1,Mordekaiser,Zed,Rakan,Xayah,Yasuo,Galio,Karma,Jhin,Kayle,LeeSin
1,Maokai,Thresh,Velkoz,Shen,Vayne,Kalista,Ekko,Galio,Gragas,Soraka
0,Twitch,Brand,Gragas,Fiora,Irelia,Maokai,Warwick,Ekko,Ashe,Soraka
1,Warwick,Tristana,Brand,Karma,MasterYi,Maokai,Taliyah,Morgana,Gangplank,Ashe
0,MissFortune,Morgana,Camille,Volibear,Katarina,Quinn,Nami,Jinx,Lux,MasterYi
1,Zed,Maokai,TahmKench,Tristana,Thresh,Bard,Kayn,Garen,Caitlyn,Diana
1,Darius,Khazix,Diana,Heimerdinger,Bard,Ashe,Galio,Braum,Kayn,Irelia
0,Kalista,Jax,Ekko,Thresh,Taliyah,Jhin,Annie,MasterYi,Malphite,Karma
0,Jax,Nautilus,Lucian,Kayn,Ahri,Veigar,Warwick,Blitzcrank,Shen,Jinx
0,Orianna,Jhin,Rengar,Thresh,Urgot,Shen,Ahri,Kayn,Leona,Caitlyn
0,Sion,Tryndamere,Morgana,Nautilus,Lucian,Sona,Varus,Ziggs,Khazix,Nasus
1,Nasus,MissFortune,Udyr,Alistar,Orianna,Jinx,Soraka,Kayn,Swain,Jayce
0,Ziggs,Varus,Zilean,Pantheon,Evelynn,Viktor,Tristana,Jax,Soraka,Nasus
1,Tryndamere,Morgana,Lux,Ornn,Xayah,Ashe,Orianna,Trundle,Draven,MasterYi
1,Ekko,Yasuo,Bard,Sejuani,Lucian,Rengar,Braum,Sion,Lux,Tristana
0,LeeSin,Fizz,Soraka,Sion,Tristana,Gnar,Nami,Katarina,Warwick,Draven
1,Jinx,Kennen,LeeSin,Ekko,Leona,Kindred,Warwick,Fizz,Alistar,Kalista
0,Riven,Draven,Thresh,Kayn,Malzahar,Varus,Urgot,Nidalee,Yasuo,LeeSin
1,Renekton,Taric,Jinx,Khazix,Ahri,Blitzcrank,Xayah,Kled,Morgana,Nocturne
0,Shaco,Soraka,Garen,Diana,Xayah,Morgana,Camille,Elise,Caitlyn,Nami
0,Riven,Ziggs,XinZhao,Lucian,Thresh,Tristana,Gragas,Jayce,Fizz,Shaco
0,Tristana,Gnar,Nami,Gragas,Katarina,Annie,Poppy,Yasuo,Jhin,Thresh
0,Galio,Nidalee,Ashe,Quinn,Jax,Lucian,Chogath,Darius,Nocturne,Corki
1,Renekton,JarvanIV,Cassiopeia,Thresh,Tristana,Gragas,Leblanc,LeeSin,Lulu,Caitlyn
0,Sion,Ekko,Jinx,Lulu,Nunu,Brand,JarvanIV,Jhin,Orianna,Gnar
1,Elise,Ahri,Blitzcrank,Urgot,Caitlyn,Vayne,Janna,Nunu,Nasus,Xerath
1,Tryndamere,Xayah,Taliyah,Kayn,Rakan,Sona,Pantheon,Jinx,Elise,Yasuo
1,Braum,Vayne,Kassadin,MonkeyKing,XinZhao,Khazix,Cassiopeia,Leona,Tristana,Darius
0,Caitlyn,JarvanIV,Ahri,Ornn,Illaoi,Jinx,Braum,Velkoz,Sejuani,Irelia
0,Maokai,Talon,Rakan,Tristana,Kennen,Yasuo,Vayne,Lucian,Azir,Shen
0,Ezreal,Rakan,Shaco,Akali,Riven,Tryndamere,Talon,Ashe,Blitzcrank,XinZhao
0,Jinx,Riven,Karma,Elise,Camille,Nasus,MasterYi,Caitlyn,Zilean,Brand
1,Azir,Darius,Draven,Galio,Soraka,Fiora,Ziggs,Twitch,Rakan,RekSai
1,Shen,Jhin,Morgana,Urgot,Rakan,Yorick,Nautilus,Kalista,Zac,Heimerdinger
0,Ezreal,Velkoz,Poppy,Ornn,Corki,Cassiopeia,MissFortune,Sion,Bard,MasterYi
1,Velkoz,Gragas,Jinx,Garen,Blitzcrank,Thresh,Warwick,Irelia,Fizz,Jhin
0,Taliyah,Vladimir,Fiddlesticks,Kalista,Graves,Kayn,Nami,Jax,Lucian,Orianna
0,Sona,Riven,Sivir,Khazix,Vladimir,Elise,Poppy,Kalista,Lulu,Orianna
1,Garen,Rengar,Ezreal,Vayne,Soraka,Kayn,Graves,Syndra,Ornn,Thresh
0,Shyvana,Irelia,Zed,Draven,Bard,Ahri,Caitlyn,Alistar,Riven,Aatrox
1,Soraka,Ashe,Shaco,Rumble,Fizz,Warwick,Karthus,Teemo,Twitch,Lulu
1,KogMaw,Taliyah,Bard,Trundle,Vayne,Cassiopeia,Ornn,Xayah,Sejuani,Darius
1,Thresh,Renekton,MissFortune,Malzahar,Diana,Sivir,Morgana,Gangplank,Veigar,Shaco
1,Lux,Jax,Tristana,Urgot,Nami,Annie,Gangplank,Draven,Teemo,Shaco
1,Thresh,Riven,Hecarim,TwistedFate,Twitch,Vayne,Brand,Nautilus,Urgot,Malphite
0,Kayn,Fizz,Kalista,Rakan,Gnar,Elise,Yasuo,Thresh,AurelionSol,MissFortune
1,KogMaw,Rakan,Rumble,Rammus,Malzahar,Velkoz,Poppy,Kalista,Lulu,MasterYi
0,Ornn,Lucian,Sejuani,Zed,Kennen,Alistar,Caitlyn,Gragas,Katarina,Nasus
0,LeeSin,Jhin,Tryndamere,Kassadin,Velkoz,Brand,Maokai,Tristana,Syndra,Khazix
1,Shyvana,Malzahar,Tristana,Irelia,Thresh,Warwick,Gnar,Jinx,Janna,TwistedFate
1,Leona,Vayne,LeeSin,Orianna,Kalista,Poppy,Twitch,Veigar,Ashe,Thresh
0,Udyr,Warwick,Lulu,Ahri,Tristana,Diana,Thresh,Nasus,Ashe,MasterYi
1,Singed,Annie,Kayn,Ezreal,Karma,Jinx,Janna,Jayce,Fiddlesticks,Malzahar
1,Malphite,Ekko,Rakan,Tristana,Gragas,Ornn,Jinx,Lulu,Chogath,Syndra
1,Rakan,Caitlyn,Garen,Nidalee,Zed,Thresh,Jax,Jhin,Lux,Nunu
1,Janna,Jinx,Swain,Maokai,LeeSin,Nasus,Katarina,Elise,Annie,Tristana
1,Ekko,Vayne,Lulu,Ornn,Kayn,Khazix,Darius,Viktor,Rakan,Xayah
1,Janna,Hecarim,Kassadin,Tristana,Tryndamere,Ornn,Sona,Yasuo,Vayne,Karthus
1,Soraka,Veigar,Kayn,Galio,Ezreal,Malphite,Tristana,Taliyah,Fiddlesticks,Swain
1,Thresh,Illaoi,Maokai,KogMaw,Kennen,Fizz,Rammus,Riven,Caitlyn,Nami
0,Jhin,Sona,Elise,Renekton,Orianna,Fizz,Morgana,Twitch,Darius,MasterYi
1,Urgot,Velkoz,Tristana,DrMundo,Janna,Annie,Lucian,Malphite,MasterYi,Braum
0,Zyra,AurelionSol,Jhin,Shen,Warwick,Rammus,Swain,Jayce,Ashe,Xerath
1,Fizz,Lucian,Braum,Nidalee,Malzahar,Zed,Hecarim,Jayce,Vayne,Leona
0,Jhin,Veigar,Renekton,Poppy,Soraka,Rakan,Kayn,Yorick,Katarina,Tristana
0,Vayne,Jax,Nami,Gragas,Xerath,Lux,Jinx,Ornn,Singed,Olaf
0,Orianna,Camille,Draven,Shyvana,Sona,Kalista,Nasus,XinZhao,Evelynn,Braum
1,MasterYi,Ekko,Tristana,Nasus,Thresh,Ryze,DrMundo,Leona,Shaco,Ashe
1,Morgana,Jax,Twitch,Karma,Zac,Elise,Fizz,Yasuo,Thresh,Lucian
0,Poppy,Shaco,MasterYi,Xerath,Lucian,Ahri,Yasuo,Vi,Sivir,Karma
0,Twitch,Jax,Cassiopeia,JarvanIV,Leona,Vayne,Swain,Khazix,Katarina,Thresh
0,Gragas,Draven,Rakan,Urgot,LeeSin,Vi,Malzahar,Ashe,Pantheon,Thresh
0,Zed,Tristana,Zac,Morgana,Akali,Janna,MissFortune,Velkoz,MasterYi,Swain
0,Ashe,Shen,Morgana,Irelia,Syndra,Ahri,Leona,Sejuani,Tristana,Ekko
0,Malzahar,Sejuani,KogMaw,Ziggs,Janna,Draven,Cassiopeia,Sion,JarvanIV,Rammus
0,Gangplank,XinZhao,Vladimir,KogMaw,Janna,Teemo,Jinx,Kayle,Vayne,Warwick
1,Gnar,Ahri,Ashe,Ornn,Kayn,Leona,Jhin,Katarina,Udyr,Malphite
0,Galio,Jax,Katarina,Twitch,Ahri,Sivir,Karma,Leona,LeeSin,Sion
1,Soraka,LeeSin,Renekton,Jinx,Fizz,Orianna,Jax,Sivir,Yasuo,Lulu
0,Lucian,Ezreal,Gangplank,Zilean,XinZhao,Rengar,Xerath,Jhin,MissFortune,Taric
1,Nami,Rammus,Talon,Irelia,Tristana,Warwick,Fiora,Vayne,Morgana,Lucian
1,Heimerdinger,Soraka,Chogath,Corki,Tristana,Vladimir,Diana,Gnar,Xayah,Rakan
0,Rammus,Leblanc,Fiddlesticks,Ezreal,JarvanIV,Chogath,Annie,MasterYi,MissFortune,Morgana
1,Jax,Rammus,Taliyah,Thresh,Twitch,Syndra,KogMaw,Nasus,Taric,Kayn
1,Talon,Jinx,Blitzcrank,Shen,MasterYi,Alistar,Kayn,MissFortune,Syndra,Kled
0,Vayne,Soraka,Gangplank,Nidalee,Akali,Veigar,Syndra,Maokai,Blitzcrank,Jhin
1,Trundle,Kayn,Lucian,Syndra,Blitzcrank,Yasuo,Gnar,Soraka,Kalista,Shyvana
0,Ahri,Yasuo,Vayne,Kayn,Bard,JarvanIV,Khazix,Tristana,Hecarim,Brand
0,Caitlyn,Nami,Zed,Skarner,Kennen,Warwick,Malphite,Orianna,Lulu,Twitch
0,Poppy,Draven,Garen,Vladimir,Shaco,Anivia,Rakan,Xayah,Fiddlesticks,Chogath
1,Blitzcrank,Ezreal,Chogath,Ornn,Kayn,Syndra,Zed,Jhin,Shaco,Alistar
0,Bard,Katarina,Tristana,Kennen,Yasuo,KogMaw,Soraka,Anivia,Twitch,Riven
1,Caitlyn,Riven,Rakan,Gragas,AurelionSol,Rammus,Vladimir,Brand,KogMaw,Renekton
1,Riven,Azir,Morgana,Jinx,Warwick,Rumble,Jhin,Zilean,Taric,Khazix
1,Kayle,JarvanIV,Twitch,Ahri,XinZhao,Garen,Gragas,KogMaw,Veigar,Morgana
1,Sejuani,Gnar,Brand,Lucian,Jhin,Vladimir,Janna,Nunu,Ashe,Velkoz
1,Maokai,Vayne,Alistar,Rammus,Zed,Yasuo,LeeSin,Jhin,Brand,Ekko
0,TahmKench,Veigar,Rengar,Xayah,Rakan,Janna,Ahri,Renekton,Caitlyn,Kayn
1,Shaco,Thresh,Gragas,Twitch,Teemo,Amumu,Braum,Lux,Maokai,Caitlyn
0,Olaf,Orianna,Braum,Draven,Trundle,Sona,Kayle,Jhin,Fizz,XinZhao
1,Vayne,Janna,Twitch,Malphite,Zilean,Rumble,Caitlyn,Blitzcrank,Ivern,Zed
0,Lux,Teemo,Ahri,Ezreal,Kayn,Draven,Sion,Ziggs,Zed,Maokai
1,KogMaw,Orianna,Blitzcrank,Khazix,Darius,Skarner,Lucian,Shen,Karthus,TwistedFate
0,Akali,Taric,Vayne,Taliyah,Warwick,Kassadin,Lucian,Braum,Renekton,Sejuani
0,Illaoi,Nasus,Zed,Tristana,MasterYi,Mordekaiser,Ziggs,Rammus,Twitch,Braum
0,Varus,Jayce,Morgana,MasterYi,Nasus,Karma,Veigar,Jinx,Urgot,Warwick
1,Xerath,Soraka,Ornn,Twitch,Nautilus,Vi,Renekton,Ezreal,Veigar,Kassadin
0,Caitlyn,Syndra,Thresh,Gnar,Shen,Garen,Ornn,Velkoz,Twitch,Orianna
0,KogMaw,Lulu,Ekko,XinZhao,JarvanIV,Sona,Tristana,Cassiopeia,Zed,Jax
1,Urgot,KogMaw,LeeSin,Lulu,Maokai,Fiora,Blitzcrank,Xayah,Evelynn,Talon
0,Karma,Ivern,Vayne,Jhin,Zed,Thresh,DrMundo,Galio,Teemo,Sivir
1,Lulu,Nidalee,KogMaw,Ornn,Kennen,Vayne,Jhin,TahmKench,Gragas,Ekko
0,Fiora,Zed,Kayn,Jhin,Sion,Tristana,Lulu,Jax,Kayle,Gnar
1,Syndra,Lucian,Kayn,Warwick,Rakan,Blitzcrank,Vi,Tristana,JarvanIV,Viktor
1,Warwick,Maokai,Talon,Thresh,Tristana,Twitch,Malzahar,Gangplank,Nami,JarvanIV
0,Fizz,Ezreal,Nasus,Elise,Alistar,Rakan,Malphite,Jinx,Kassadin,Sejuani
1,Elise,Jhin,Taric,Gnar,Katarina,Garen,Thresh,Lucian,Gangplank,Kayn
0,Braum,Jayce,Ezreal,Warwick,Rumble,LeeSin,Xayah,Morgana,Xerath,Kassadin
0,Fiora,Ahri,Vi,Janna,Sivir,Tryndamere,Leona,Kayn,Draven,Taliyah
1,Gangplank,Kennen,Xayah,Thresh,Vi,KogMaw,Illaoi,Kayn,Morgana,Lux
0,Thresh,Vladimir,Draven,Tryndamere,Chogath,Tristana,JarvanIV,Lulu,Nasus,Syndra
1,Rakan,Xayah,Diana,Kennen,Ziggs,Akali,MonkeyKing,Thresh,Yasuo,Jinx
0,TwistedFate,Janna,Fizz,Shen,Twitch,Kassadin,Renekton,Ezreal,Nami,Vayne
0,Yasuo,Kassadin,KogMaw,LeeSin,Rakan,Ornn,Xayah,Gnar,Hecarim,Lux
0,Thresh,Xerath,DrMundo,Twitch,Yasuo,Garen,Lux,Sion,Jinx,Nocturne
0,TwistedFate,Gragas,Ezreal,Sion,LeeSin,Syndra,Nunu,Morgana,Darius,Jhin
1,Vayne,Thresh,Riven,Gragas,Taliyah,Jhin,Lulu,Ekko,MonkeyKing,LeeSin
1,Amumu,Thresh,Xayah,Aatrox,Zed,Jayce,Warwick,Karthus,Ashe,Lux
1,Nocturne,Yasuo,TwistedFate,Soraka,Corki,Syndra,Zilean,Ezreal,Sejuani,Darius
1,Tristana,Azir,Yasuo,Pantheon,Janna,Rumble,Bard,Xayah,Khazix,Taliyah
0,MonkeyKing,Tristana,Velkoz,Nami,Warwick,Janna,Syndra,MissFortune,Amumu,Jax
1,Diana,Rammus,Janna,Ashe,Galio,Olaf,Fizz,Brand,Twitch,Tristana
1,Shen,Veigar,Fiddlesticks,Blitzcrank,Ezreal,Ashe,Thresh,LeeSin,Malphite,Orianna
0,Quinn,Darius,Taliyah,Taric,Ezreal,Jinx,Shen,Illaoi,Maokai,Ahri
1,Blitzcrank,Elise,Anivia,Gangplank,Caitlyn,Twitch,Cassiopeia,Janna,Nunu,Jax
0,Kayn,Lux,Pantheon,Tristana,Ezreal,Malphite,Nautilus,Jax,Xayah,Camille
0,Tristana,Thresh,Ahri,Gangplank,Poppy,Vayne,Morgana,Tryndamere,Kayn,Diana
1,Elise,Jinx,Quinn,Morgana,Thresh,Chogath,Ezreal,Sona,Warwick,Syndra
1,MonkeyKing,Sivir,Morgana,Azir,Renekton,Bard,Syndra,Kayn,Poppy,Vayne
0,Rammus,Tryndamere,Xerath,Kalista,Nautilus,Soraka,Kassadin,Vayne,Warwick,Illaoi
1,Chogath,Zyra,Thresh,Kalista,Jayce,Renekton,TahmKench,Taliyah,RekSai,Twitch
1,Ezreal,Xayah,Nasus,Sejuani,Rakan,Lucian,Alistar,LeeSin,Yasuo,Kayn
0,MissFortune,Blitzcrank,Kayn,Irelia,Jayce,Riven,Varus,Gragas,Cassiopeia,Rakan
1,Renekton,Rakan,Xayah,Gangplank,Hecarim,Ornn,Zed,Jinx,Thresh,Gragas
1,Udyr,Ekko,Soraka,Ashe,Talon,Brand,Shyvana,Orianna,Lucian,Shen
